YEARQ,IDHH,ICPSR,PANEL_ROT_GROUP
2020.1,1846781665412138564945114,6,14
2020.1,1846796833193099565656214,2,14
2020.1,1846811315415818563434135,10,35
2020.1,1846811392418518563434114,2,14
2020.1,1846816892398513563456115,4,15
2020.1,1846860284164071568236114,2,14
2020.1,1846863558394020568238134,10,34
2020.1,1846863558394020568238134,10,34
2020.1,1846863558394020568238134,10,34
2020.1,1846863558394020568238134,10,34
2020.1,1846863558463647568238114,4,14
2020.1,1846863925166189568244115,2,15
2020.1,1846864192168383568259234,12,34
2020.1,1846931333198943565934114,4,14
2020.1,1846933984164180565944125,5,25
2020.1,1846960233162533565636135,10,35
2020.1,1846963503460103565638134,8,34
2020.1,1861005284029490568232124,15,24
2020.1,1861011625411614564545115,3,15
2020.1,1861014165161632564559114,1,14
2020.1,1861016825191680564556134,9,34
2020.1,1861076808821884564556135,11,35
2020.1,1861090258562343565936125,5,25
2020.1,1861094699354255565982114,3,14
2020.1,1861096865822352565956135,10,35
2020.1,1861114615340348563882124,8,24
2020.1,1861116808415021563856125,4,25
2020.1,1861140215527221564436125,5,25
2020.1,1861140215527221564436125,5,25
2020.1,1861140215527221564436125,5,25
2020.1,1861143515021443564438124,6,24
2020.1,1861143999459523564444114,2,14
2020.1,1861200292351132563436235,11,35
2020.1,1861271903682507565649134,9,34
2020.1,1861274133529032565659114,1,14
2020.1,1861275233463063565632124,6,24
2020.1,1861281315192875564434115,4,15
2020.1,1861290258384624568236125,7,25
2020.1,1861294692353636568282235,10,35
2020.1,1861294692353636568282235,10,35
2020.1,1861401399468992565934124,5,24
2020.1,1861401399468992565934124,5,24
2020.1,1861401399468992565934124,5,24
2020.1,1861404199344151565959234,10,34
2020.1,1861405284194193565932135,10,35
2020.1,1861420258328343568236114,1,14
2020.1,1861431333596323563434114,3,14
2020.1,1861434125386317563459135,11,35
2020.1,1861551658460612564545125,18,25
2020.1,1861604115681213564459115,3,15
2020.1,1861634108353524563859135,9,35
2020.1,1861711933526296563649115,3,15
2020.1,1861734633136263563682124,5,24
2020.1,1861734633136263563682124,5,24
2020.1,1861734633136263563682124,5,24
2020.1,1861791303020748565634135,5,35
2020.1,1861791999342596565649124,7,24
2020.1,1861793533465581565638135,9,35
2020.1,1861810208131387563436134,11,34
2020.1,1861865233366113568232114,2,14
2020.1,1861873984163270563244125,8,25
2020.1,1861873999353779563244115,1,15
2020.1,1861874658165293563282135,9,35
2020.1,1861874658165293563282135,9,35
2020.1,1861884133684511563859115,3,15
2020.1,1861934184164126565959124,5,24
2020.1,1861934199688959565959125,6,25
2020.1,1861934199688959565959125,6,25
2020.1,1861974125451924564959125,5,25
2020.1,1861975265197090564932115,4,15
2020.1,1861975265197090564932115,4,15
2020.1,1861975265197090564932115,4,15
2020.1,1861975265197090564932115,4,15
2020.1,1861975265197090564932115,4,15
2020.1,1861983925321615564544134,9,34
2020.1,1865121308029569564434124,6,24
2020.1,1865121608443928564445135,11,35
2020.1,1865121608443928564445135,11,35
2020.1,1865121608443928564445135,11,35
2020.1,1865121915689501564449134,9,34
2020.1,1865124699453995564482124,8,24
2020.1,1865161984522541565649135,12,35
2020.1,1865171615823592563845124,13,24
2020.1,1865203915385821563444124,8,24
2020.1,1865234158343661568259124,8,24
2020.1,1865241384339144563234234,5,34
2020.1,1865241384339144563234234,5,34
2020.1,1865241384339144563234234,5,34
2020.1,1865270299525533565636125,6,25
2020.1,1865374699563258563282114,1,14
2020.1,1865401399828635565934214,3,14
2020.1,1865480215329233564436124,6,24
2020.1,1865480215329233564436124,6,24
2020.1,1865480215329233564436124,6,24
2020.1,1865531684446879565645135,12,35
2020.1,1865531999525569565649125,7,25
2020.1,1865641915686369563449124,7,24
2020.1,1865641915686369563449124,7,24
2020.1,1865661392331942564934135,7,35
2020.1,1865690299995545565636114,1,14
2020.1,1865690299995545565636114,1,14
2020.1,1865690299995545565636114,1,14
2020.1,1865690299995545565636114,1,14
2020.1,1865691333190196565634114,2,14
2020.1,1865691399007696565634115,2,15
2020.1,1865691633440193565645135,9,35
2020.1,1865691665926836565645125,2,25
2020.1,1865693999682508565644134,10,34
2020.1,1865695299939059565632135,9,35
2020.1,1865705203417877563632234,10,34
2020.1,1865750215355805563436135,12,35
2020.1,1865750215355805563436135,12,35
2020.1,1865751692441076563445125,6,25
2020.1,1865751903581395563449134,10,34
2020.1,1865751925451789563449125,8,25
2020.1,1865753925641306563444115,1,15
2020.1,1865754615165888563482125,5,25
2020.1,1865761365021812564534124,5,24
2020.1,1865770203350345563836124,5,24
2020.1,1865771308335016563834224,2,24
2020.1,1865771903520308563849134,12,34
2020.1,1865776803824519563856124,5,24
2020.1,1865801603006660563645124,7,24
2020.1,1865801603576612563645125,7,25
2020.1,1865803999688421563644124,8,24
2020.1,1865806808365180563656135,9,35
2020.1,1865833984018996565944115,1,15
2020.1,1865855208198110563832115,2,15
2020.1,1865871365599108563234115,3,15
2020.1,1865893958682271568244224,8,24
2020.1,1865904125131588564559125,7,25
2020.1,1865905265840666564532115,1,15
2020.1,1865906825676913564556125,8,25
2020.1,1865945292594136565932115,3,15
2020.1,1865970225137052564936135,11,35
2020.1,1865971365491989564934115,2,15
2020.1,1865971365491989564934115,2,15
2020.1,1865984625320625564582135,11,35
2020.1,1865984625320625564582135,11,35
2020.1,1883014665521636564582224,6,24
2020.1,1883021925132107564949135,9,35
2020.1,1883023565418289564938115,1,15
2020.1,1883026865418226564956114,2,14
2020.1,1883031325021092563434114,1,14
2020.1,1883035225021377563432224,2,24
2020.1,1883064133166894565659114,4,14
2020.1,1883133999356482563844115,4,15
2020.1,1883134699044513563882125,5,25
2020.1,1883136815410351563856124,7,24
2020.1,1883161333753823565634125,3,25
2020.1,1883193999485953563644114,1,14
2020.1,1883311692465693563445125,4,25
2020.1,1883350215805650563436125,5,25
2020.1,1883391603193925564445125,6,25
2020.1,1883416892419459568256115,3,15
2020.1,1883461658020044565945134,10,34
2020.1,1883463999484923565944125,2,25
2020.1,1883463999484923565944125,2,25
2020.1,1883465225394159565932134,5,34
2020.1,1883466858194163565956125,8,25
2020.1,1883520225527459563236115,4,15
2020.1,1883521999523286563249234,11,34
2020.1,1883521999523286563249234,11,34
2020.1,1883521999523286563249234,11,34
2020.1,1883521999523286563249234,11,34
2020.1,1883521999523286563249234,11,34
2020.1,1883521999523286563249234,11,34
2020.1,1883521999523286563249234,11,34
2020.1,1883523584463241563238115,1,15
2020.1,1883523592397474563238115,4,15
2020.1,1883525225395290563232135,12,35
2020.1,1883543908680243563644135,11,35
2020.1,1883543908680243563644135,11,35
2020.1,1883720292353954564436125,6,25
2020.1,1883843525461903564938135,10,35
2020.1,1883843525461903564938135,10,35
2020.1,1893071625412716564545115,4,15
2020.1,1893071999195320564538135,10,35
2020.1,1893073965683408564544125,6,25
2020.1,1893074665132798564582135,11,35
2020.1,1893075225392736564532114,3,14
2020.1,1893093599020432565938125,4,25
2020.1,1893093933132973565944135,12,35
2020.1,1893095233024122565932134,7,34
2020.1,1893111608393506563845114,4,14
2020.1,1893111608393506563845114,4,14
2020.1,1893114108384558563859135,11,35
2020.1,1893114108384558563859135,11,35
2020.1,1893116808390359563856115,3,15
2020.1,1893140215523926564436135,11,35
2020.1,1893143515192808564438125,5,25
2020.1,1893143903527289564444134,18,34
2020.1,1893143999461237564456124,6,24
2020.1,1893144108134857564459125,6,25
2020.1,1893145203194893564432115,3,15
2020.1,1893145203194893564432115,3,15
2020.1,1893145292023998564432124,4,24
2020.1,1893145292023998564432124,4,24
2020.1,1893145292023998564432124,4,24
2020.1,1893145292023998564432124,4,24
2020.1,1893145292023998564432124,4,24
2020.1,1893146803412802564456125,7,25
2020.1,1893271384462586565634125,7,25
2020.1,1893271999132592565649135,10,35
2020.1,1893271999162572565649135,10,35
2020.1,1893273965133854565644135,12,35
2020.1,1893283508199233564438135,11,35
2020.1,1893283508199233564438135,11,35
2020.1,1893284115353958564459134,11,34
2020.1,1893284115353958564459134,11,34
2020.1,1893406884460802565956115,3,15
2020.1,1893431325461106563434135,10,35
2020.1,1893433565528591563459125,5,25
2020.1,1893433933687775563444125,11,25
2020.1,1893433992168842563444125,6,25
2020.1,1893471399417483563232134,11,34
2020.1,1893471915197447563238234,11,34
2020.1,1893471915197447563238234,11,34
2020.1,1893473999169120563244115,3,15
2020.1,1893474658139193563282125,6,25
2020.1,1893574125456732564959115,1,15
2020.1,1893574125456732564959115,1,15
2020.1,1893574125456732564959115,1,15
2020.1,1893576825827399564956234,10,34
2020.1,1893623525028208564938125,5,25
2020.1,1893623525028208564938125,5,25
2020.1,1893624108138052564959114,1,14
2020.1,1893624615137036564982124,6,24
2020.1,1893625265195451564932224,9,24
2020.1,1893710203350562563636115,11,15
2020.1,1893710203350562563636115,11,15
2020.1,1893710203350562563636115,11,15
2020.1,1893710203350562563636115,11,15
2020.1,1893711308190579563634135,10,35
2020.1,1893711903165101563649135,9,35
2020.1,1893713908685973563644134,8,34
2020.1,1893731399395964563634125,4,25
2020.1,1893731633198472563645135,11,35
2020.1,1893734103168499563659134,9,34
2020.1,1893793933529869565644215,1,15
2020.1,1893793933529869565644215,1,15
2020.1,1893794699356877565682125,5,25
2020.1,1893795299029801565632124,8,24
2020.1,1893795299029801565632124,8,24
2020.1,1893853908452018563844115,1,15
2020.1,1893861658413638568245135,10,35
2020.1,1893861684394622568245134,5,34
2020.1,1893861999199491568238125,8,25
2020.1,1893863565196145568238135,10,35
2020.1,1893863565196145568238135,10,35
2020.1,1893863584416142568238134,2,34
2020.1,1893864658136112568282125,8,25
2020.1,1893864658354658568282115,1,15
2020.1,1893866858024002568256124,7,24
2020.1,1893866858024002568256124,7,24
2020.1,1893866858024002568256124,7,24
2020.1,1893875265399994563232124,7,24
2020.1,1893881915133579563849124,7,24
2020.1,1893884603163507563882135,11,35
2020.1,1893974115131966564959134,5,34
2020.1,1893974115131966564959134,5,34
2020.1,1893983515193480564538125,7,25
2020.1,1893983558393486564538125,5,25
2020.1,1893983565411629564538125,5,25
2020.1,1894031303411008563434114,3,14
2020.1,1894031303411008563434114,3,14
2020.1,1894033533418574563438125,8,25
2020.1,1894034692525848563482134,10,34
2020.1,1894035233398584563432115,1,15
2020.1,1894075265021885564532124,6,24
2020.1,1894075265021885564532124,6,24
2020.1,1894075265021885564532124,6,24
2020.1,1894080215689484568236115,4,15
2020.1,1894080215689484568236115,4,15
2020.1,1894121392193986564434135,11,35
2020.1,1894141692197206564445135,21,35
2020.1,1894141692197206564445135,21,35
2020.1,1894143515462849564438215,1,15
2020.1,1894143515462849564438215,1,15
2020.1,1894151933682589565649114,2,14
2020.1,1894180203357637565636134,11,34
2020.1,1894183965385523565644135,6,35
2020.1,1894185233410761565632124,3,24
2020.1,1894231615362246568245234,5,34
2020.1,1894233565773682568238134,10,34
2020.1,1894233565773682568238134,10,34
2020.1,1894300215687982564536134,10,34
2020.1,1894305258449630564532135,11,35
2020.1,1894305258449630564532135,11,35
2020.1,1894306858331574564556114,10,14
2020.1,1894311325491314563434124,3,24
2020.1,1894314625168510563482114,1,14
2020.1,1894315225496358563432134,10,34
2020.1,1894323999353750563244115,3,15
2020.1,1894324199569174563259225,4,25
2020.1,1894330208565925583636314,22,14
2020.1,1894330208565925583636314,22,14
2020.1,1894330208565925583636314,22,14
2020.1,1894331303028448563634134,7,34
2020.1,1894341903136848565649114,2,14
2020.1,1894343903686881565644115,3,15
2020.1,1894343933453833565644134,12,34
2020.1,1894346858369063565656134,8,34
2020.1,1894346858369063565656134,8,34
2020.1,1894361399028612565934134,4,34
2020.1,1894361399028612565934134,4,34
2020.1,1894361399028612565934134,4,34
2020.1,1894361658590479565945125,8,25
2020.1,1894361658590479565945125,8,25
2020.1,1894361658590479565945125,8,25
2020.1,1894361658590479565945125,8,25
2020.1,1894361658590479565945125,8,25
2020.1,1894364133344983565959225,8,25
2020.1,1894364133344983565959225,8,25
2020.1,1894364133344983565959225,8,25
2020.1,1894364184680402565959124,5,24
2020.1,1894371965329192563249135,10,35
2020.1,1894373925524782563244134,12,34
2020.1,1894376899593737563256125,6,25
2020.1,1894433925521303563444214,14,14
2020.1,1894441692399515564445115,13,15
2020.1,1894441992134842564449124,8,24
2020.1,1894443515592875564438114,2,14
2020.1,1894456825195633563456125,8,25
2020.1,1894456825195633563456125,8,25
2020.1,1894490284684087568236115,3,15
2020.1,1894491384392215568234114,2,14
2020.1,1894493558390991568238125,8,25
2020.1,1894493558390991568238125,8,25
2020.1,1894493992568335568244135,11,35
2020.1,1894531633396860565645124,7,24
2020.1,1894561315197542563834124,7,24
2020.1,1894590208348035564936135,9,35
2020.1,1894614125358656565959114,2,14
2020.1,1894616899442385565956124,7,24
2020.1,1894631308754543563834114,4,14
2020.1,1894633915684331563844115,3,15
2020.1,1894633915684331563844115,3,15
2020.1,1894653984162334565944114,1,14
2020.1,1894705265396210563632124,5,24
2020.1,1894715208025155563632135,6,35
2020.1,1894741384195260563234124,5,24
2020.1,1894841965525408564949125,12,25
2020.1,1894843925342181564944115,3,15
2020.1,1894843925342181564944115,3,15
2020.1,1894845292397155564932125,4,25
2020.1,1894861984359434568249125,3,25
2020.1,1894923503026050564438135,10,35
2020.1,1894951603367234564445125,8,25
2020.1,1894954692383925564482134,3,34
2020.1,1894954692383925564482134,3,34
2020.1,1901073965353429564544136,14,36
2020.1,1901073965353429564544136,14,36
2020.1,1901074103025315564545136,120,36
2020.1,1901074158025340564545126,61,26
2020.1,1901074158680657564559116,6,16
2020.1,1901074158680657564559116,6,16
2020.1,1901074158680657564559116,6,16
2020.1,1901091999134241565949126,16,26
2020.1,1901093584464150565938126,22,26
2020.1,1901096825390499565956126,50,26
2020.1,1901096833414280565956136,9,36
2020.1,1901096899022982565956116,9,16
2020.1,1901096899394997565956116,27,16
2020.1,1901096899394997565956116,27,16
2020.1,1901110299685021563836136,54,36
2020.1,1901111315392042563834136,15,36
2020.1,1901111315392042563834136,15,36
2020.1,1901113984136471563844126,16,26
2020.1,1901114199026455563845116,102,16
2020.1,1901114199026455563845116,102,16
2020.1,1901114199026455563845116,102,16
2020.1,1901114199026455563845116,102,16
2020.1,1901114633167594563882116,30,16
2020.1,1901114658396435563834116,116,16
2020.1,1901123592022882584438136,3,36
2020.1,1901123592022882584438136,3,36
2020.1,1901141965351276564449126,37,26
2020.1,1901141965351276564449126,37,26
2020.1,1901143515394480564438116,11,16
2020.1,1901143515394480564438116,11,16
2020.1,1901145208399540564432126,19,26
2020.1,1901146892413962564456116,3,16
2020.1,1901146892413962564456116,3,16
2020.1,1901205208191378563432136,17,36
2020.1,1901211308419703583634136,9,36
2020.1,1901295215413610568232126,30,26
2020.1,1901401958160838565949116,17,16
2020.1,1901401958160838565949116,17,16
2020.1,1901401958160838565949116,17,16
2020.1,1901401958160838565949116,17,16
2020.1,1901431625461161563445126,5,26
2020.1,1901431958198526563438116,140,16
2020.1,1901431992525615563449126,23,26
2020.1,1901431992525615563449126,23,26
2020.1,1901434615131710563482126,33,26
2020.1,1901434615131710563482126,33,26
2020.1,1901434615131710563482126,33,26
2020.1,1901434615351394563482136,18,36
2020.1,1901434699398515563434136,118,36
2020.1,1901434699398515563434136,118,36
2020.1,1901436892466378563456116,7,16
2020.1,1901451692195869563445136,19,36
2020.1,1901474692162409563282136,58,36
2020.1,1901536803829863565656116,12,16
2020.1,1901544603385936563682116,13,16
2020.1,1901620225412107564932126,76,26
2020.1,1901620225412107564932126,76,26
2020.1,1901620225412107564932126,76,26
2020.1,1901620225412107564932126,76,26
2020.1,1901620225412107564932126,76,26
2020.1,1901621903192124564938126,112,26
2020.1,1901621925165427564949116,27,16
2020.1,1901623908688019564944126,40,26
2020.1,1901624625137077564982126,5,26
2020.1,1901625292395410564932126,34,26
2020.1,1901711308195112563634116,1,16
2020.1,1901711665135735563644116,115,16
2020.1,1901713503419782563638116,11,16
2020.1,1901713503419782563638116,11,16
2020.1,1901713999465705563656136,95,36
2020.1,1901715208020262563632116,1,16
2020.1,1901716803029717563656126,20,26
2020.1,1901731308190206563634116,2,16
2020.1,1901734603350277563682126,9,26
2020.1,1901743999322643563244136,14,36
2020.1,1901743999322643563244136,14,36
2020.1,1901793984169889565644136,26,36
2020.1,1901794665529858565682136,45,36
2020.1,1901823903528469563644136,16,36
2020.1,1901861992528390568249116,41,16
2020.1,1901863525464082568238116,23,16
2020.1,1901863558394081568238116,6,16
2020.1,1901863558394081568238116,6,16
2020.1,1901863925522245568244136,43,36
2020.1,1901865284026183568232136,7,36
2020.1,1901865292392259568232116,49,16
2020.1,1901866892026110568256116,36,16
2020.1,1901881608020334563845116,12,16
2020.1,1901881658024561563845126,41,26
2020.1,1901881915683518563849126,7,26
2020.1,1901883903520318563844126,13,26
2020.1,1901884108164597563859116,22,16
2020.1,1901911384592448563234126,9,26
2020.1,1901941984382968565949136,25,36
2020.1,1901973599198221564938136,51,36
2020.1,1901974115131978564959136,18,36
2020.1,1901980292163452564536126,7,26
2020.1,1907001984139355568249126,17,26
2020.1,1907005265198384568232136,17,36
2020.1,1907005265913625568232116,32,16
2020.1,1907044158132259568259126,3,26
2020.1,1907244699139172563282136,12,36
2020.1,1907245284199155563232136,13,36
2020.1,1907246858392437563256116,18,16
2020.1,1907246858392437563256116,18,16
2020.1,1907264699234748563282136,12,36
2020.1,1907295284369366568232136,4,36
2020.1,1907326858597488563256126,16,26
2020.1,1907366833192354565956126,13,26
2020.1,1907381615123492564545116,31,16
2020.1,1907381615123492564545116,31,16
2020.1,1907405233824163565932116,10,16
2020.1,1907443915137204564444136,9,36
2020.1,1907451615125669563445126,16,26
2020.1,1907453525467750563438126,6,26
2020.1,1907481915527218564449116,8,16
2020.1,1907481915527218564449116,8,16
2020.1,1907493525499481568238136,22,36
2020.1,1907494692643692568282116,32,16
2020.1,1907565215392063563832126,2,26
2020.1,1907565215392063563832126,2,26
2020.1,1907565215392063563832126,2,26
2020.1,1907603515197232564438136,8,36
2020.1,1907663592441926564938126,20,26
2020.1,1907666808466702564956116,34,16
2020.1,1907673908340234563644116,9,16
2020.1,1907673908340234563644116,9,16
2020.1,1907673908340234563644116,9,16
2020.1,1907673908340234563644116,9,16
2020.1,1907674103136652563659136,9,36
2020.1,1907674103136652563659136,9,36
2020.1,1907676803460532563656136,6,36
2020.1,1907693599029037565638116,20,16
2020.1,1907693599029037565638116,20,16
2020.1,1907695233596846565632136,7,36
2020.1,1907750215561326563436126,19,26
2020.1,1907753925135823563444136,10,36
2020.1,1907753925135823563444136,10,36
2020.1,1907771308463504563834126,11,26
2020.1,1907806803445963563656136,12,36
2020.1,1907811915527727563449126,23,26
2020.1,1907811925457744563449126,2,26
2020.1,1907811925457744563449126,2,26
2020.1,1907811925517712563449116,2,16
2020.1,1907834699454146565982136,6,36
2020.1,1907834699454146565982136,6,36
2020.1,1907834699454146565982136,6,36
2020.1,1907835299390476565932126,12,26
2020.1,1907881308198114563834136,5,36
2020.1,1907894158466577568259126,23,26
2020.1,1907901925131892564549116,6,16
2020.1,1907903925161843564544126,15,26
2020.1,1907903925161843564544126,15,26
2020.1,1907903925161843564544126,15,26
2020.1,1907931999054927565949126,27,26
2020.1,1907961903663808565649126,4,26
2020.1,1907966803273063565656126,13,26
2020.1,1907966833360733565656136,5,36
2020.1,1925041384416528568234126,1,26
2020.1,1925181333199864565634126,15,26
2020.1,1925184103689891565659136,8,36
2020.1,1925201692416353563445126,12,26
2020.1,1925211333820295563634136,5,36
2020.1,1925213908325906563644126,1,26
2020.1,1925241665469995563245116,31,16
2020.1,1925241684895294563245136,9,36
2020.1,1925241684895294563245136,9,36
2020.1,1925244165343232563259126,17,26
2020.1,1925244165343232563259126,17,26
2020.1,1925244684967494563282136,10,36
2020.1,1925244684967494563282136,10,36
2020.1,1925271633362583565645116,17,16
2020.1,1925284108344436564459136,12,36
2020.1,1925400233168967565936126,2,26
2020.1,1925424684459309568282116,14,16
2020.1,1925484192131285564459116,3,16
2020.1,1925533503192556585638126,6,26
2020.1,1925534125386846565659116,36,16
2020.1,1925534603350148565682136,8,36
2020.1,1925534603350148565682136,8,36
2020.1,1925550258453470564536116,2,16
2020.1,1925570265163384584936126,10,26
2020.1,1925571365196789564934116,3,16
2020.1,1925573915351920564944116,19,16
2020.1,1925574665683356584982126,1,26
2020.1,1925574665683356584982126,1,26
2020.1,1925661384331928564934136,61,36
2020.1,1925661925346704564949136,12,36
2020.1,1925661965538086564949136,15,36
2020.1,1925664625163365564982116,6,16
2020.1,1925691925586844565649116,34,16
2020.1,1925693503577650565638116,10,16
2020.1,1925694103106857565659116,2,16
2020.1,1925694133010759565659126,10,26
2020.1,1925694199255597565659126,17,26
2020.1,1925694199255597565659126,17,26
2020.1,1925695299363801565632116,12,16
2020.1,1925695299363801565632116,12,16
2020.1,1925743584412647563238116,20,16
2020.1,1925745258367497563232116,17,16
2020.1,1925746899469956583256126,4,26
2020.1,1925751325947786563434136,14,36
2020.1,1925753508025832563438126,28,26
2020.1,1925753592121350563438126,14,26
2020.1,1925756892081724563456126,5,26
2020.1,1925771615604361563845136,5,36
2020.1,1925834684324901565982116,11,16
2020.1,1925834684324901565982116,11,16
2020.1,1925851684443548563845126,31,26
2020.1,1925853999343554563844116,24,16
2020.1,1925854608352028563882126,20,26
2020.1,1925854608352028563882126,20,26
2020.1,1925884615165010563882116,1,16
2020.1,1925891958522234568249116,3,16
2020.1,1925891958522234568249116,3,16
2020.1,1925893984136584588244126,12,26
2020.1,1925894184526556588259126,3,26
2020.1,1925940233160856585936126,5,26
2020.1,1925941958684179565949136,23,36
2020.1,1925944199162377565959136,19,36
2020.1,1925970292568231564936126,13,26
2020.1,1925976865395410564956116,4,16
2020.1,1925976865395410564956116,4,16
2020.1,1925976865395410564956116,4,16
2020.1,1925976865395410564956116,4,16
2020.1,1925976865395410564956116,4,16
2020.1,1925976865395410564956116,4,16
2020.1,1925981992383476564549136,21,36
2020.1,1930014692521625564582116,23,16
2020.1,1930050265356770564936116,2,16
2020.1,1930050265356770564936116,2,16
2020.1,1930071325417960564534136,25,36
2020.1,1930073965687916564544116,9,16
2020.1,1930074658569688564582136,5,36
2020.1,1930091384592375565934136,12,36
2020.1,1930093933388904565944116,2,16
2020.1,1930105208026411563832116,14,16
2020.1,1930203992681189563444126,10,26
2020.1,1930203992681189563444126,10,26
2020.1,1930203992681189563444126,10,26
2020.1,1930205208361359563432126,29,26
2020.1,1930230265684687568236136,27,36
2020.1,1930230265684687568236136,27,36
2020.1,1930230265684687568236136,27,36
2020.1,1930271333826812565634126,9,26
2020.1,1930271903342576565649126,1,26
2020.1,1930271933343876565649126,13,26
2020.1,1930273599463854565638116,31,16
2020.1,1930273599463854565638116,31,16
2020.1,1930276865135513565656116,32,16
2020.1,1930281308593960564434116,21,16
2020.1,1930281308593960564434116,21,16
2020.1,1930286892443987564456126,6,26
2020.1,1930306825021687564556136,26,36
2020.1,1930404125194213565959116,31,16
2020.1,1930404125194213565959116,31,16
2020.1,1930404684680456565982136,25,36
2020.1,1930406884394137565956116,18,16
2020.1,1930426865498347568256126,18,26
2020.1,1930604115681211564459116,15,16
2020.1,1930604115681211564459116,15,16
2020.1,1930624665568230564982126,3,26
2020.1,1930674603355711563682116,13,16
2020.1,1930710203520502563636136,8,36
2020.1,1930731303195703563634126,22,26
2020.1,1930733933686275563644126,23,26
2020.1,1930791603397607565645116,2,16
2020.1,1930791603397607565645116,2,16
2020.1,1930791999135568565649116,13,16
2020.1,1930863565446175568238136,10,36
2020.1,1930873984323254563244116,20,16
2020.1,1930881608443512563845126,11,26
2020.1,1930973525467321564938136,7,36
2020.1,1930973925681967564944116,8,16
2020.1,1930973965688267564944116,4,16
2020.1,1930975233165465564932116,42,16
2020.1,1930981665411876564545136,6,36
2020.1,1938051325447015564934126,6,26
2020.1,1938051325447015564934126,6,26
2020.1,1938063515687694565659136,120,36
2020.1,1938064103563883565659136,20,36
2020.1,1938124692161255564482136,7,36
2020.1,1938124692161255564482136,7,36
2020.1,1938200292685695563449136,134,36
2020.1,1938201384135621563436126,102,26
2020.1,1938203915165870563444116,12,16
2020.1,1938203915165870563444116,12,16
2020.1,1938203915165870563444116,12,16
2020.1,1938213933685735563644136,19,36
2020.1,1938213933685735563644136,19,36
2020.1,1938214603350214563682136,22,36
2020.1,1938273599193873565638116,15,16
2020.1,1938273984683843565644136,18,36
2020.1,1938290208353650568236126,40,26
2020.1,1938290215463610568232116,86,16
2020.1,1938291925393652568238116,64,16
2020.1,1938293525413676568245126,150,26
2020.1,1938295215193656568232136,29,36
2020.1,1938343533366824565638116,24,16
2020.1,1938345233196862565632126,5,26
2020.1,1938346884022537565656116,26,16
2020.1,1938346884022537565656116,26,16
2020.1,1938383965455321564544126,8,26
2020.1,1938401358394960565934126,21,26
2020.1,1938401358394960565934126,21,26
2020.1,1938401358394960565934126,21,26
2020.1,1938401392134905565936136,100,36
2020.1,1938403992524910565982136,181,36
2020.1,1938406825394956565956136,31,36
2020.1,1938406825394956565956136,31,36
2020.1,1938406825394956565956136,31,36
2020.1,1938406825394956565956136,31,36
2020.1,1938421308199472568234126,5,26
2020.1,1938426858392278568256116,15,16
2020.1,1938441603491215564445136,28,36
2020.1,1938446808029267564456116,17,16
2020.1,1938446815021267564456136,5,36
2020.1,1938446815021267564456136,5,36
2020.1,1938451315418829563434126,11,26
2020.1,1938491615464072568245136,31,36
2020.1,1938494158454632568259126,5,26
2020.1,1938494158454632568259126,5,26
2020.1,1938494158454632568259126,5,26
2020.1,1938494158454632568259126,5,26
2020.1,1938494158454632568259126,5,26
2020.1,1938494158454632568259126,5,26
2020.1,1938494158454632568259126,5,26
2020.1,1938494158454632568259126,5,26
2020.1,1938496884416533568256136,5,36
2020.1,1938531603467618565645116,4,16
2020.1,1938533903133023565644126,10,26
2020.1,1938534103356887565659116,5,16
2020.1,1938541699165769563644136,73,36
2020.1,1938551615165380564544116,80,16
2020.1,1938556899355344564582116,116,16
2020.1,1938561933386415563849136,27,36
2020.1,1938571625398060564945116,11,16
2020.1,1938721392494412564434116,13,16
2020.1,1938721392494412564434116,13,16
2020.1,1938731358465946563632116,167,16
2020.1,1938734184135962563659116,25,16
2020.1,1938736884525907563682126,83,26
2020.1,1938744684352461563282136,14,36
2020.1,1938761365191629564534116,17,16
2020.1,1938761965525342564549116,16,16
2020.1,1938761965525342564549116,16,16
2020.1,1938821399595715563634136,26,36
2020.1,1938826803025784563656116,3,16
2020.1,1938826808197878563656126,3,26
2020.1,1938826808197878563656126,3,26
2020.1,1938826808197878563656126,3,26
2020.1,1938850215683587563836116,7,16
2020.1,1938855215027510563832136,2,36
2020.1,1938855215027510563832136,2,36
2020.1,1938871384199981563234116,4,16
2020.1,1938874192133256563259136,30,36
2020.1,1938876858393280563256116,1,16
2020.1,1938911315527462563236116,104,16
2020.1,1938941933130486565949126,8,26
2020.1,1938970233688225564949116,177,16
2020.1,1955013558499649564538136,1,36
2020.1,1955015225441613564532126,6,26
2020.1,1955101303363504563834116,11,16
2020.1,1955101303363504563834116,11,16
2020.1,1955243503392474563238126,52,26
2020.1,1955243599414745563238116,2,16
2020.1,1955243599597426563238136,20,36
2020.1,1955343533826891565638116,20,16
2020.1,1955425258199313568232136,14,36
2020.1,1955425258199313568232136,14,36
2020.1,1955425258199313568232136,14,36
2020.1,1955425258199313568232136,14,36
2020.1,1955425284399462568232126,5,26
2020.1,1955483533449219564438126,37,26
2020.1,1955484608524885564482126,1,26
2020.1,1955484608524885564482126,1,26
2020.1,1955484665524872564482116,56,16
2020.1,1955544108137805563659116,10,16
2020.1,1955661908688098564949126,17,26
2020.1,1955661908688098564949126,17,26
2020.1,1955663925453382564944136,10,36
2020.1,1955665265366756564932116,2,16
2020.1,1955671908138490563649126,5,26
2020.1,1955674608525161563682116,2,16
